fecha;autor;tweet
2021-02-18 20:50:52;JuanPab65097216;@joseantoniokast se mandó un condoro con ésta candidata https://t.co/pfDdIk7v4r
2021-02-18 20:50:52;DcolorRuth;@Sr_Churchill @PaulD3D @joseantoniokast https://t.co/J7jseFjriM
2021-02-18 20:49:37;rossanablanco;@joseantoniokast Porque @GloriaHutt no ha hecho algo? Con doctorado en transporte en UK??
2021-02-18 20:49:24;viedro11;@T13 Entonces que los mismos jueces de la corte @FiscaliadeChile y @PJudicialChile den asilo en sus casas y terreno… https://t.co/UiwpyRZabC
2021-02-18 20:48:52;Leonmiguel18;@arielroberts @Sr_Churchill @PaulD3D @joseantoniokast https://t.co/CDGajNWyXY
2021-02-18 20:48:36;DelcastillomAna;@weichafe731 @VivaChileTV @joseantoniokast Realicé un diplomado en desarrollo territorial sostenible macrozona nort… https://t.co/wjAzWNIQvQ
2021-02-18 20:46:32;VctorMa73918518;@Sr_Churchill @PaulD3D @joseantoniokast https://t.co/qrHPSPsyFU
2021-02-18 20:45:46;kaempffer_vika;@PDI_CHILE @joseantoniokast @RojoEdwards @melnicksergio https://t.co/dVb1eEiTlN
2021-02-18 20:44:44;Jorge46375244;@cantero_arenas @Sr_Churchill @PaulD3D @joseantoniokast Ídem por acá
2021-02-18 20:43:49;AvelloCarrillo;@Ferantonia28 @Sr_Churchill @PaulD3D @joseantoniokast Es cosa de ver como escribe 🤦‍♂️además como todo cobarde, lan… https://t.co/WE4kg2ZFIB
2021-02-18 20:42:08;icebig95;@_coparzo_ @elcapitalchile @abogadomeza @joseantoniokast Me bloqueó, ya no podré reí con sus rutinas humorística.
2021-02-18 20:40:51;Nefertiti73Pao;@Sr_Churchill @PaulD3D @joseantoniokast Cerró su cta ..como el cobarde que es!!
2021-02-18 20:40:29;cantero_arenas;"@Sr_Churchill @PaulD3D @joseantoniokast Me sale "" usuario no encontrado""🤷‍♀️"
2021-02-18 20:39:29;pentente;@Sr_Churchill @PaulD3D @joseantoniokast El Cobarde arrancò.....
2021-02-18 20:37:35;IWilliamsoms;@joseantoniokast @valwood Hay que estudiar esos contratos del Transantiago porque tengo entendido que implementar e… https://t.co/Rnf17knOAP
2021-02-18 20:36:49;Leonmiguel18;@arielroberts @Sr_Churchill @PaulD3D @joseantoniokast Denunciado en su minuto. Muy bien
2021-02-18 20:35:39;arielroberts;@Sr_Churchill @PaulD3D @joseantoniokast Se fue cortado. A chingar a su madre https://t.co/SJEDsr9OEO
2021-02-18 20:34:25;maguihannan;@Sr_Churchill @PaulD3D @joseantoniokast Cuenta cerrada... la rata se ahogó en su putrefacta alcantarilla.
2021-02-18 20:33:50;dargox;@Sr_Churchill @PaulD3D @joseantoniokast El muy cobarde ya ni existe!
2021-02-18 20:33:38;TIvan27x;@joseantoniokast ¿Gobierno?, ¿Cuál?, ¿existe eso aquí? 🤣🤣🤣🤣
2021-02-18 20:32:35;salmofly;@Sr_Churchill @PaulD3D @joseantoniokast Ya no existe....
2021-02-18 20:31:20;Alex37334996;@Sr_Churchill @PaulD3D @joseantoniokast Fue bloqueado el perfil
2021-02-18 20:30:17;gonzalez_ulrich;@Margiopaz @LpontD @Carmen_E_muller @PordenoneBudoia @los4diablos12 @FafuC @Lafacha8 @CesarAlcntara10 @jusevar25… https://t.co/HkZEDdpdm3
2021-02-18 20:29:41;cdomval2020;@Sr_Churchill @PaulD3D @joseantoniokast Ya no existe
2021-02-18 20:29:19;Sr_Churchill;@mromanvargas63 @PaulD3D @joseantoniokast Se la cerraron o la cerró el cobarde
2021-02-18 20:28:28;gonzalez_ulrich;@LpontD @Carmen_E_muller @PordenoneBudoia @los4diablos12 @FafuC @Lafacha8 @CesarAlcntara10 @jusevar25… https://t.co/bNToIuA93H
